qname	tname	aai	qTax	tTax
NC.014637	ZJ.NB.2021.05.15.bin.4	35.02580645	Imitervirales	Imitervirales
NC.044937	ZJ.NB.2021.05.15.bin.19	35.0275	Algavirales	Algavirales
NC.043129	SRX802073.62.dc	35.02857143	Algavirales	Imitervirales
JS.YC.2021.05.15.bin.7	NC.014649	35.03076923	Imitervirales	Imitervirales
NC.023848	LN.DD.2021.06.15.bin.8	35.03333333	Pimascovirales	Pimascovirales
ZJ.WZ.2021.05.15.bin.4	SRX802202.7.dc	35.03454545	Imitervirales	Imitervirales
ERX555926.32.dc	NC.028093	35.0375	Imitervirales	Algavirales
NC.023639	GCA.002966235.1.ASM296623v1.genomic	35.03764706	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.8	NC.055165	35.03888889	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.8	GCA.004788555.1.ASM478855v1.genomic	35.03888889	Pimascovirales	Pimascovirales
ERX552270.64.dc	GCA.000889395.1.ViralProj59783.genomic	35.03888889	Algavirales	Imitervirales
ERX552270.64.dc	NC.014637	35.03888889	Algavirales	Imitervirales
SRX802202.77.dc	GCA.002966405.1.ASM296640v1.genomic	35.03984375	Imitervirales	Imitervirales
ERX556094.26.dc	NC.028093	35.04137931	Imitervirales	Algavirales
ERX552254.13.dc	SD.QD.2023.07.100.ultra.bin.9	35.04366197	Imitervirales	Imitervirales
NC.008724	NC.014766	35.04680851	Algavirales	Algavirales
NC.015780	NC.040612	35.0475	Pimascovirales	Pimascovirales
NC.013288	NC.008724	35.04782609	Algavirales	Algavirales
NC.044952	JS.YC.2021.05.15.bin.4	35.05	Asfuvirales	Asfuvirales
ERX552254.13.dc	NC.014766	35.05	Imitervirales	Algavirales
SD.QD.2020.06.15.bin.37	NC.028092	35.05238095	Algavirales	Algavirales
SD.QD.2020.06.15.bin.4	SD.QD.2020.06.15.bin.35	35.05357143	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.1	ERX556094.26.dc	35.0547619	Imitervirales	Imitervirales
JS.YC.2021.05.15.bin.4	NC.044945	35.05581395	Asfuvirales	Asfuvirales
LN.DD.2021.06.15.bin.2	ERX552261.44.dc	35.05641026	Imitervirales	Algavirales
JS.YC.2021.05.15.bin.4	NC.044944	35.05813953	Asfuvirales	Asfuvirales
JS.YC.2021.05.15.bin.10	NC.044943	35.05853659	Asfuvirales	Asfuvirales
NC.055165	JS.YC.2021.05.15.bin.6	35.05909091	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	JS.YC.2021.05.15.bin.6	35.05909091	Pimascovirales	Pimascovirales
SRX802202.77.dc	SD.QD.2020.06.15.bin.35	35.064	Imitervirales	Imitervirales
GCA.003814065.1.ASM381406v1.genomic	ERX556094.26.dc	35.06428571	Imitervirales	Imitervirales
NC.023848	SD.QD.2020.06.15.bin.26	35.06666667	Pimascovirales	Pimascovirales
NC.044937	NC.028093	35.06744186	Algavirales	Algavirales
NC.032001	NC.043129	35.07	Algavirales	Algavirales
NC.005902	NC.055165	35.07037037	Pimascovirales	Pimascovirales
NC.005902	GCA.004788555.1.ASM478855v1.genomic	35.07037037	Pimascovirales	Pimascovirales
ERX555926.32.dc	NC.020864	35.07037037	Imitervirales	Algavirales
ERX552300.8.dc	SRX802202.7.dc	35.07211538	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.26	NC.023613	35.07222222	Pimascovirales	Pimascovirales
SRX802076.48.dc	SD.QD.2020.06.15.bin.7	35.07241379	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.1	GCA.003814065.1.ASM381406v1.genomic	35.07407407	Imitervirales	Imitervirales
NC.028092	NC.008724	35.07446809	Algavirales	Algavirales
GCA.000889395.1.ViralProj59783.genomic	GCA.002966235.1.ASM296623v1.genomic	35.07536232	Imitervirales	Imitervirales
NC.014637	GCA.002966235.1.ASM296623v1.genomic	35.07536232	Imitervirales	Imitervirales
SRX802073.99.dc	SRX802963.53.dc	35.07608696	Imitervirales	Algavirales
SD.QD.2020.06.15.bin.26	NC.023611	35.07692308	Pimascovirales	Pimascovirales
NC.014766	NC.044937	35.07906977	Algavirales	Algavirales
JS.LYG.2021.05.15.bin.5	SRX802202.7.dc	35.07924528	Imitervirales	Imitervirales
ZJ.WZ.2021.05.15.bin.8	NC.008724	35.08163265	Algavirales	Algavirales
LN.DD.2021.06.15.bin.6	NC.028108	35.08333333	Algavirales	Algavirales
GCA.002966275.1.ASM296627v1.genomic	ERX552257.96.dc	35.08487395	Imitervirales	Imitervirales
NC.032001	LN.DD.2021.06.15.bin.6	35.08529412	Algavirales	Algavirales
SRX802202.77.dc	NC.020104	35.08606557	Imitervirales	Imitervirales
SRX802073.62.dc	NC.028093	35.08709677	Imitervirales	Algavirales
NC.021901	NC.040612	35.08837209	Pimascovirales	Pimascovirales
NC.020852	NC.044937	35.08837209	Algavirales	Algavirales
ERX552254.13.dc	SD.QD.2020.06.15.bin.11	35.08947368	Imitervirales	Imitervirales
NC.008724	NC.028092	35.08958333	Algavirales	Algavirales
SRX802073.99.dc	NC.014766	35.09111111	Imitervirales	Algavirales
NC.055603	LN.DD.2021.06.15.bin.9	35.1	Pimascovirales	Pimascovirales
SRX802073.62.dc	SRX802202.24.dc	35.1	Imitervirales	Algavirales
GCA.002966255.1.ASM296625v1.genomic	ERX552257.96.dc	35.1	Imitervirales	Imitervirales
NC.028108	NC.044937	35.10232558	Algavirales	Algavirales
GCA.003814065.1.ASM381406v1.genomic	NC.014649	35.1057554	Imitervirales	Imitervirales
NC.008724	NC.028108	35.10625	Algavirales	Algavirales
ZJ.WZ.2021.05.15.bin.8	NC.044937	35.10851064	Algavirales	Algavirales
SD.QD.2020.06.15.bin.23	SRX802202.77.dc	35.11071429	Imitervirales	Imitervirales
NC.020864	LN.DD.2021.06.15.bin.6	35.11395349	Algavirales	Algavirales
NC.015780	NC.055603	35.11428571	Pimascovirales	Pimascovirales
ZJ.NB.2021.05.15.bin.19	NC.008724	35.11702128	Algavirales	Algavirales
ERX556094.26.dc	SRX696246.4.dc	35.11748252	Imitervirales	Imitervirales
NC.028092	ERX555907.31.dc	35.11842105	Algavirales	Algavirales
NC.009898	NC.014766	35.11914894	Algavirales	Algavirales
ERX552296.13.dc	GCA.000889395.1.ViralProj59783.genomic	35.12079208	Imitervirales	Imitervirales
ERX552296.13.dc	NC.014637	35.12079208	Imitervirales	Imitervirales
NC.044943	JS.YC.2021.05.15.bin.4	35.12093023	Asfuvirales	Asfuvirales
NC.024451	NC.055603	35.12105263	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.ultra.bin.21	ERX556315.47.dc	35.12222222	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.8	NC.040612	35.12857143	Pimascovirales	Pimascovirales
NC.044948	JS.YC.2021.05.15.bin.10	35.13	Asfuvirales	Asfuvirales
SD.QD.2020.06.15.bin.13	SD.QD.2020.06.15.bin.20	35.13043478	Imitervirales	Pandoravirales
ZJ.NB.2021.05.15.bin.12	SRX696246.4.dc	35.1375	Pimascovirales	Imitervirales
SRX802202.7.dc	ZJ.WZ.2021.05.15.bin.8	35.13888889	Imitervirales	Algavirales
GCA.002966255.1.ASM296625v1.genomic	NC.016072	35.13925926	Imitervirales	Imitervirales
GCA.003814065.1.ASM381406v1.genomic	SD.QD.2020.06.15.bin.20	35.14137931	Imitervirales	Pandoravirales
SD.QD.2020.06.15.bin.26	NC.021901	35.14210526	Pimascovirales	Pimascovirales
ERX552270.64.dc	ERX555926.32.dc	35.14285714	Algavirales	Imitervirales
ERX552261.44.dc	LN.DD.2021.06.15.bin.2	35.14473684	Algavirales	Imitervirales
SD.QD.2020.06.15.bin.13	ERX556315.47.dc	35.14705882	Imitervirales	Imitervirales
NC.015780	NC.055165	35.1475	Pimascovirales	Pimascovirales
NC.015780	GCA.004788555.1.ASM478855v1.genomic	35.1475	Pimascovirales	Pimascovirales
GCA.003814065.1.ASM381406v1.genomic	LN.DD.2021.06.15.bin.1	35.14814815	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.6	NC.028092	35.14857143	Algavirales	Algavirales
NC.014767	NC.032001	35.15	Algavirales	Algavirales
SRX327520.277.dc	ERX552257.96.dc	35.15	Imitervirales	Imitervirales
GCA.002966255.1.ASM296625v1.genomic	SD.QD.2023.07.100.ultra.bin.9	35.15	Imitervirales	Imitervirales
SRX327520.277.dc	ERX552254.13.dc	35.15087719	Imitervirales	Imitervirales
ZJ.NB.2021.05.15.bin.12	GCA.002966235.1.ASM296623v1.genomic	35.15333333	Pimascovirales	Imitervirales
NC.040612	JS.YC.2021.05.15.bin.6	35.15454545	Pimascovirales	Pimascovirales
ERX555926.32.dc	ZJ.NB.2021.05.15.bin.19	35.15483871	Imitervirales	Algavirales
SRX802202.77.dc	ERX555967.39.dc	35.15531915	Imitervirales	Algavirales
NC.021901	NC.055165	35.15813953	Pimascovirales	Pimascovirales
NC.021901	GCA.004788555.1.ASM478855v1.genomic	35.15813953	Pimascovirales	Pimascovirales
NC.044937	NC.014766	35.15813953	Algavirales	Algavirales
GCA.000889395.1.ViralProj59783.genomic	LN.DD.2021.06.15.bin.1	35.15813953	Imitervirales	Imitervirales
NC.014637	LN.DD.2021.06.15.bin.1	35.15813953	Imitervirales	Imitervirales
ERX552254.13.dc	SD.QD.2020.06.15.bin.35	35.15869565	Imitervirales	Imitervirales
NC.008724	NC.028093	35.15957447	Algavirales	Algavirales
LN.DD.2021.06.15.bin.10	ZJ.NB.2021.05.15.bin.9	35.16	Imitervirales	Imitervirales
GCA.002966235.1.ASM296623v1.genomic	ERX552254.13.dc	35.1615942	Imitervirales	Imitervirales
NC.008724	NC.028091	35.16382979	Algavirales	Algavirales
ERX556315.47.dc	SRX802073.62.dc	35.16388889	Imitervirales	Imitervirales
SRX802073.99.dc	NC.028093	35.16444444	Imitervirales	Algavirales
SD.QD.2020.06.15.bin.7	SRX802073.62.dc	35.165	Imitervirales	Imitervirales
NC.028110	ERX555967.39.dc	35.17142857	Algavirales	Algavirales
ERX552254.13.dc	ZJ.WZ.2021.05.15.bin.4	35.175	Imitervirales	Imitervirales
JS.YC.2021.05.15.bin.4	NC.044946	35.17727273	Asfuvirales	Asfuvirales
SD.QD.2023.07.100.ultra.bin.9	JS.YC.2021.05.15.bin.7	35.1787234	Imitervirales	Imitervirales
SRX802073.62.dc	GCA.000889395.1.ViralProj59783.genomic	35.17941176	Imitervirales	Imitervirales
SRX802073.62.dc	NC.014637	35.17941176	Imitervirales	Imitervirales
JS.YC.2021.05.15.bin.10	NC.044948	35.1804878	Asfuvirales	Asfuvirales
ERX556315.47.dc	LN.DD.2021.06.15.bin.1	35.18181818	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.2	SRX802076.48.dc	35.18356164	Imitervirales	Imitervirales
SRX327520.277.dc	NC.020104	35.18455285	Imitervirales	Imitervirales
NC.008724	NC.013288	35.18478261	Algavirales	Algavirales
NC.044942	JS.YC.2021.05.15.bin.4	35.18863636	Asfuvirales	Asfuvirales
LN.DD.2021.06.15.bin.6	ERX555907.31.dc	35.18928571	Algavirales	Algavirales
LN.DD.2021.06.15.bin.9	NC.006549	35.19047619	Pimascovirales	Pimascovirales
GCA.002966255.1.ASM296625v1.genomic	SRX802202.77.dc	35.19206349	Imitervirales	Imitervirales
ZJ.WZ.2021.05.15.bin.8	NC.009899	35.19375	Algavirales	Algavirales
ERX552261.44.dc	NC.037057	35.195	Algavirales	Algavirales
NC.008724	NC.037057	35.1972973	Algavirales	Algavirales
ERX552300.8.dc	SRX802963.53.dc	35.19736842	Imitervirales	Algavirales
GCA.002966235.1.ASM296623v1.genomic	SRX802073.62.dc	35.1973913	Imitervirales	Imitervirales
NC.044948	JS.YC.2021.05.15.bin.4	35.2	Asfuvirales	Asfuvirales
ZJ.NB.2021.05.15.bin.12	GCA.002826725.1.ASM282672v1.genomic	35.2	Pimascovirales	Pimascovirales
ZJ.NB.2021.05.15.bin.12	NC.038511	35.2	Pimascovirales	Pimascovirales
SRX802202.7.dc	JS.LYG.2021.05.15.bin.5	35.202	Imitervirales	Imitervirales
NC.014767	NC.008724	35.20222222	Algavirales	Algavirales
LN.DD.2021.06.15.bin.1	ERX555926.32.dc	35.20285714	Imitervirales	Imitervirales
NC.016072	SD.QD.2020.06.15.bin.20	35.20384615	Imitervirales	Pandoravirales
NC.023848	JS.YC.2021.05.15.bin.6	35.20416667	Pimascovirales	Pimascovirales
SD.QD.2020.12.15.bin.6	NC.023611	35.20571429	Pimascovirales	Pimascovirales
GCA.000889395.1.ViralProj59783.genomic	LN.DD.2021.06.15.bin.6	35.20588235	Imitervirales	Algavirales
NC.014637	LN.DD.2021.06.15.bin.6	35.20588235	Imitervirales	Algavirales
NC.024451	SD.QD.2021.02.15.bin.4	35.208	Pimascovirales	Pimascovirales
SRX802073.99.dc	NC.028108	35.208	Imitervirales	Algavirales
NC.015780	GCA.001974475.1.ViralProj368971.genomic	35.20952381	Pimascovirales	Pimascovirales
NC.015780	NC.033423	35.20952381	Pimascovirales	Pimascovirales
ERX552254.13.dc	JS.LYG.2021.05.15.bin.5	35.21153846	Imitervirales	Imitervirales
GCA.001974475.1.ViralProj368971.genomic	NC.040612	35.2137931	Pimascovirales	Pimascovirales
NC.033423	NC.040612	35.2137931	Pimascovirales	Pimascovirales
NC.023613	GCA.001974475.1.ViralProj368971.genomic	35.215	Pimascovirales	Pimascovirales
NC.023613	NC.033423	35.215	Pimascovirales	Pimascovirales
SRX802073.99.dc	ZJ.WZ.2021.05.15.bin.8	35.21555556	Imitervirales	Algavirales
ZJ.NB.2021.05.15.bin.19	NC.009899	35.2212766	Algavirales	Algavirales
NC.023639	GCA.002966275.1.ASM296627v1.genomic	35.22142857	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.26	NC.015780	35.22285714	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.9	NC.021901	35.22592593	Pimascovirales	Pimascovirales
SD.QD.2020.06.15.bin.7	SRX802076.48.dc	35.22666667	Imitervirales	Imitervirales
NC.028112	NC.009898	35.2275	Algavirales	Algavirales
GCA.002966405.1.ASM296640v1.genomic	JS.LYG.2021.05.15.bin.5	35.23064516	Imitervirales	Imitervirales
SRX696246.4.dc	ERX556094.26.dc	35.23175676	Imitervirales	Imitervirales
SRX327520.277.dc	GCA.002966255.1.ASM296625v1.genomic	35.23205128	Imitervirales	Imitervirales
NC.009899	NC.043129	35.23409091	Algavirales	Algavirales
SRX802202.7.dc	NC.028110	35.23461538	Imitervirales	Algavirales
NC.043129	NC.032001	35.2425	Algavirales	Algavirales
SD.QD.2020.06.15.bin.7	SRX802073.99.dc	35.24375	Imitervirales	Imitervirales
NC.044937	NC.014789	35.2452381	Algavirales	Algavirales
ERX556094.26.dc	NC.020864	35.246875	Imitervirales	Algavirales
GCA.000889395.1.ViralProj59783.genomic	NC.020104	35.24803922	Imitervirales	Imitervirales
NC.014637	NC.020104	35.24803922	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.2	ZJ.NB.2021.05.15.bin.9	35.24833333	Imitervirales	Imitervirales
JS.YC.2021.05.15.bin.7	NC.023639	35.25	Imitervirales	Imitervirales
SRX802073.99.dc	NC.014767	35.25121951	Imitervirales	Algavirales
GCA.002966255.1.ASM296625v1.genomic	HN.SY.2021.04.15.bin.4	35.25227273	Imitervirales	Imitervirales
NC.028093	ERX555907.31.dc	35.2525	Algavirales	Algavirales
ERX552257.96.dc	SRX327520.277.dc	35.25411765	Imitervirales	Imitervirales
SRX327520.277.dc	SD.QD.2020.06.15.bin.41	35.25454545	Imitervirales	Imitervirales
SRX802073.99.dc	SRX802076.48.dc	35.25686275	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.6	NC.028091	35.26	Algavirales	Algavirales
JS.LYG.2021.05.15.bin.5	SRX802073.62.dc	35.26101695	Imitervirales	Imitervirales
ZJ.NB.2021.05.15.bin.19	NC.032001	35.26170213	Algavirales	Algavirales
JS.YC.2021.05.15.bin.6	NC.023611	35.26296296	Pimascovirales	Pimascovirales
NC.020852	NC.008724	35.26304348	Algavirales	Algavirales
ZJ.NB.2021.05.15.bin.17	ERX556094.26.dc	35.26363636	Imitervirales	Imitervirales
NC.008724	SRX802073.62.dc	35.26486486	Algavirales	Imitervirales
NC.013288	NC.009899	35.26666667	Algavirales	Algavirales
ZJ.WZ.2021.05.15.bin.8	NC.032001	35.26666667	Algavirales	Algavirales
SRX802202.77.dc	NC.023639	35.26782609	Imitervirales	Imitervirales
NC.014789	SRX802202.7.dc	35.26923077	Algavirales	Imitervirales
SRX802076.48.dc	ERX552270.64.dc	35.27058824	Imitervirales	Algavirales
LN.DD.2021.06.15.bin.1	LN.DD.2021.06.15.bin.6	35.27142857	Imitervirales	Algavirales
ERX552300.8.dc	SD.QD.2020.06.15.bin.4	35.2744186	Imitervirales	Imitervirales
ERX552254.13.dc	GCA.002966275.1.ASM296627v1.genomic	35.27586207	Imitervirales	Imitervirales
NC.008724	NC.014767	35.27777778	Algavirales	Algavirales
NC.028112	NC.044937	35.27948718	Algavirales	Algavirales
JS.YC.2021.05.15.bin.7	ERX555926.32.dc	35.28085106	Imitervirales	Imitervirales
NC.014765	NC.008724	35.28372093	Algavirales	Algavirales
ZJ.NB.2021.05.15.bin.4	GCA.002966275.1.ASM296627v1.genomic	35.28484848	Imitervirales	Imitervirales
ERX552254.13.dc	GCA.002966255.1.ASM296625v1.genomic	35.28571429	Imitervirales	Imitervirales
SRX802073.99.dc	ERX555967.39.dc	35.28656716	Imitervirales	Algavirales
SRX802202.77.dc	NC.014649	35.28947368	Imitervirales	Imitervirales
NC.003038	ZJ.NB.2021.05.15.bin.12	35.29166667	Pimascovirales	Pimascovirales
NC.013288	ERX555907.31.dc	35.29473684	Algavirales	Algavirales
NC.023613	NC.005902	35.295	Pimascovirales	Pimascovirales
GCA.002966275.1.ASM296627v1.genomic	NC.023639	35.2952381	Imitervirales	Imitervirales
NC.055165	SD.QD.2023.07.80.ultra.bin.14	35.29583333	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	SD.QD.2023.07.80.ultra.bin.14	35.29583333	Pimascovirales	Pimascovirales
GCA.000889395.1.ViralProj59783.genomic	GCA.003814065.1.ASM381406v1.genomic	35.29642857	Imitervirales	Imitervirales
NC.014637	GCA.003814065.1.ASM381406v1.genomic	35.29642857	Imitervirales	Imitervirales
GCA.001974475.1.ViralProj368971.genomic	NC.055165	35.29655172	Pimascovirales	Pimascovirales
GCA.001974475.1.ViralProj368971.genomic	GCA.004788555.1.ASM478855v1.genomic	35.29655172	Pimascovirales	Pimascovirales
NC.033423	NC.055165	35.29655172	Pimascovirales	Pimascovirales
NC.033423	GCA.004788555.1.ASM478855v1.genomic	35.29655172	Pimascovirales	Pimascovirales
GCA.003814065.1.ASM381406v1.genomic	LN.DD.2021.06.15.bin.2	35.29821429	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.11	SRX802073.62.dc	35.30416667	Imitervirales	Imitervirales
ZJ.NB.2021.05.15.bin.9	LN.DD.2021.06.15.bin.10	35.30588235	Imitervirales	Imitervirales
SRX802073.62.dc	SD.QD.2023.07.80.ultra.bin.7	35.30909091	Imitervirales	Imitervirales
NC.028461	NC.023848	35.31111111	Pimascovirales	Pimascovirales
GCA.000889395.1.ViralProj59783.genomic	ERX555926.32.dc	35.3137931	Imitervirales	Imitervirales
NC.014637	ERX555926.32.dc	35.3137931	Imitervirales	Imitervirales
ERX552300.8.dc	HN.SY.2021.04.15.bin.4	35.316	Imitervirales	Imitervirales
NC.009898	NC.020852	35.318	Algavirales	Algavirales
NC.023639	GCA.003814065.1.ASM381406v1.genomic	35.32	Imitervirales	Imitervirales
ZJ.NB.2021.05.15.bin.4	GCA.002966235.1.ASM296623v1.genomic	35.32142857	Imitervirales	Imitervirales
NC.020852	NC.009899	35.32291667	Algavirales	Algavirales
SD.QD.2021.02.15.bin.4	NC.023613	35.32307692	Pimascovirales	Pimascovirales
JS.YC.2021.05.15.bin.6	NC.021901	35.32692308	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.6	NC.014767	35.32727273	Algavirales	Algavirales
ERX552254.13.dc	NC.020852	35.32962963	Imitervirales	Algavirales
NC.016072	SD.QD.2023.07.80.ultra.bin.3	35.33	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.6	NC.023613	35.33125	Pimascovirales	Pimascovirales
NC.015780	JS.YC.2021.05.15.bin.6	35.332	Pimascovirales	Pimascovirales
SD.QD.2023.07.100.ultra.bin.9	GCA.002966255.1.ASM296625v1.genomic	35.335	Imitervirales	Imitervirales
NC.020864	ERX552300.8.dc	35.33571429	Algavirales	Imitervirales
SRX696246.4.dc	SD.QD.2020.06.15.bin.35	35.33571429	Imitervirales	Imitervirales
NC.028112	NC.032001	35.33589744	Algavirales	Algavirales
SD.QD.2020.06.15.bin.6	NC.008187	35.33666667	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.6	NC.014789	35.34054054	Algavirales	Algavirales
NC.023611	JS.YC.2021.05.15.bin.6	35.34615385	Pimascovirales	Pimascovirales
NC.021901	LN.DD.2021.06.15.bin.9	35.34642857	Pimascovirales	Pimascovirales
HN.SY.2021.04.15.bin.4	GCA.002966235.1.ASM296623v1.genomic	35.34736842	Imitervirales	Imitervirales
JS.YC.2021.05.15.bin.4	NC.044950	35.34888889	Asfuvirales	Asfuvirales
GCA.000889395.1.ViralProj59783.genomic	SRX802073.62.dc	35.353	Imitervirales	Imitervirales
NC.014637	SRX802073.62.dc	35.353	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.13	SRX802202.7.dc	35.353125	Imitervirales	Imitervirales
GCA.002966405.1.ASM296640v1.genomic	SD.QD.2020.06.15.bin.41	35.355	Imitervirales	Imitervirales
GCA.002966255.1.ASM296625v1.genomic	SRX327520.277.dc	35.35675676	Imitervirales	Imitervirales
NC.014649	GCA.003814065.1.ASM381406v1.genomic	35.35757576	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.11	NC.014649	35.36153846	Imitervirales	Imitervirales
NC.009898	NC.014789	35.3625	Algavirales	Algavirales
SRX802073.99.dc	ZJ.NB.2021.05.15.bin.9	35.36442308	Imitervirales	Imitervirales
NC.020104	SRX327520.277.dc	35.36521739	Imitervirales	Imitervirales
ERX552257.96.dc	ERX555907.31.dc	35.36590909	Imitervirales	Algavirales
HN.SY.2021.04.15.bin.4	SRX696246.4.dc	35.36666667	Imitervirales	Imitervirales
NC.037057	ERX552261.44.dc	35.36756757	Algavirales	Algavirales
SD.QD.2023.07.40.ultra.bin.12	SD.QD.2020.06.15.bin.29	35.368	Pandoravirales	Pandoravirales
SD.QD.2020.06.15.bin.38	SRX802202.7.dc	35.36875	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.11	ERX552254.13.dc	35.36875	Imitervirales	Imitervirales
SRX802202.77.dc	SRX802963.53.dc	35.36969697	Imitervirales	Algavirales
NC.032001	NC.028112	35.37073171	Algavirales	Algavirales
ERX555926.32.dc	GCA.002966235.1.ASM296623v1.genomic	35.37537313	Imitervirales	Imitervirales
ERX552257.96.dc	JS.YC.2021.05.15.bin.7	35.37567568	Imitervirales	Imitervirales
NC.043129	SRX802202.7.dc	35.37777778	Algavirales	Imitervirales
SRX802202.77.dc	SRX327520.277.dc	35.37786885	Imitervirales	Imitervirales
ERX552296.13.dc	JS.YC.2021.05.15.bin.5	35.37941176	Imitervirales	Imitervirales
SRX802073.99.dc	NC.043129	35.37948718	Imitervirales	Algavirales
NC.044937	NC.020864	35.38571429	Algavirales	Algavirales
NC.023613	SD.QD.2021.02.15.bin.4	35.38846154	Pimascovirales	Pimascovirales
SD.QD.2023.07.60.ultra.bin.7	SRX802202.7.dc	35.39259259	Imitervirales	Imitervirales
NC.040612	SD.QD.2023.07.80.ultra.bin.14	35.39545455	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.6	ERX552300.8.dc	35.39677419	Algavirales	Imitervirales
ZJ.NB.2021.05.15.bin.17	SRX802202.77.dc	35.39726027	Imitervirales	Imitervirales
NC.028108	NC.008724	35.3975	Algavirales	Algavirales
SRX802073.99.dc	SD.QD.2023.07.80.ultra.bin.3	35.39795918	Imitervirales	Imitervirales
JS.LYG.2021.05.15.bin.5	ERX555926.32.dc	35.4	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.11	GCA.002966255.1.ASM296625v1.genomic	35.4	Imitervirales	Imitervirales
NC.009898	NC.028108	35.4	Algavirales	Algavirales
NC.020104	SRX802202.77.dc	35.40089286	Imitervirales	Imitervirales
NC.006549	NC.027778	35.40454545	Pimascovirales	Pimascovirales
NC.009898	NC.013288	35.40625	Algavirales	Algavirales
SRX696246.4.dc	ERX552257.96.dc	35.40859375	Imitervirales	Imitervirales
SRX802202.77.dc	NC.016072	35.41293103	Imitervirales	Imitervirales
NC.020864	NC.044937	35.415	Algavirales	Algavirales
ERX556315.47.dc	SRX802202.77.dc	35.41685393	Imitervirales	Imitervirales
ERX552254.13.dc	SD.QD.2020.06.15.bin.23	35.41724138	Imitervirales	Imitervirales
NC.044937	NC.014767	35.41904762	Algavirales	Algavirales
LN.DD.2021.06.15.bin.6	NC.028112	35.42142857	Algavirales	Algavirales
LN.DD.2021.06.15.bin.8	NC.023611	35.42162162	Pimascovirales	Pimascovirales
NC.040612	SD.QD.2020.06.15.bin.26	35.42272727	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.6	NC.009898	35.42333333	Algavirales	Algavirales
NC.028093	NC.032001	35.4244898	Algavirales	Algavirales
SRX802073.99.dc	SRX802202.77.dc	35.42960526	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.37	NC.020864	35.43	Algavirales	Algavirales
SD.QD.2020.06.15.bin.35	ERX556315.47.dc	35.43043478	Imitervirales	Imitervirales
GCA.002966275.1.ASM296627v1.genomic	NC.014649	35.43112245	Imitervirales	Imitervirales
NC.014789	SRX802073.99.dc	35.43428571	Algavirales	Imitervirales
NC.008724	NC.014789	35.44	Algavirales	Algavirales
SD.QD.2020.06.15.bin.7	SD.QD.2020.06.15.bin.35	35.44444444	Imitervirales	Imitervirales
NC.008724	SRX802202.7.dc	35.44444444	Algavirales	Imitervirales
NC.008187	LN.DD.2021.06.15.bin.8	35.44571429	Pimascovirales	Pimascovirales
NC.023848	NC.028461	35.44705882	Pimascovirales	Pimascovirales
ERX552261.44.dc	SRX802202.7.dc	35.44857143	Algavirales	Imitervirales
GCA.003814065.1.ASM381406v1.genomic	ERX552254.13.dc	35.44910714	Imitervirales	Imitervirales
SD.QD.2023.07.80.ultra.bin.21	SRX802202.7.dc	35.45	Imitervirales	Imitervirales
NC.027778	LN.DD.2021.06.15.bin.9	35.45263158	Pimascovirales	Pimascovirales
SRX696246.4.dc	SD.QD.2023.07.80.ultra.bin.3	35.45849057	Imitervirales	Imitervirales
GCA.002966235.1.ASM296623v1.genomic	GCA.000889395.1.ViralProj59783.genomic	35.4609589	Imitervirales	Imitervirales
GCA.002966235.1.ASM296623v1.genomic	NC.014637	35.4609589	Imitervirales	Imitervirales
SRX327520.277.dc	SRX802202.77.dc	35.4625	Imitervirales	Imitervirales
NC.009898	NC.028092	35.46458333	Algavirales	Algavirales
NC.044937	NC.028092	35.46585366	Algavirales	Algavirales
NC.028092	NC.009899	35.46666667	Algavirales	Algavirales
SD.QD.2023.07.80.ultra.bin.3	GCA.002966275.1.ASM296627v1.genomic	35.46842105	Imitervirales	Imitervirales
NC.009898	NC.028112	35.46976744	Algavirales	Algavirales
SRX802073.62.dc	SD.QD.2020.06.15.bin.13	35.46989247	Imitervirales	Imitervirales
NC.028092	NC.044937	35.475	Algavirales	Algavirales
