	CXD_1412_FDSW210423229-1r-1	CXD_1414_FDSW210423231-1r-1	CXD_1610_FDSW210423242-1r-1	CXD_1613_FDSW210423245-1r-1	CXD_1611_FDSW210423243-1r-1	CXD_1612_FDSW210423244-1r-1	CXD_1604_FDSW210423236-1r-1	CXD_1609_FDSW210423241-1r-1	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	WZ11_L1	WZ1_L1	WZ3_L1	WZ14_L1	WZ5_L1	WZ10_L1	NB2_FDME210455353-1r	NB1_FDME210455352-1r	NB7_FDME210455358-1r	NB15_FDME210455366-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	DD3_FDSW220008390-2r	DD15_FDSW220008402-2r	DD1_FDSW220008388-1r	DD13_FDSW220008400-2r	DD5_FDSW220008392-2r	DD9_FDSW220008396-1r	DD7_FDSW220008394-1r	DD11_FDSW220008398-1r	YC11_FDME220007415-1r	YC5_FDME220007409-1r	YC3_FDME220007407-1r	YC13_FDME220007417-1r	YC9_FDME220007413-1r	YC15_FDME220007419-1r	YC1_FDME220007405-1r	YC7_FDME220007411-1a	ZH1_FDSW220008784-1r	ZH5_FDSW220008788-1r	ZH9_FDSW220008792-2r	ZH3_FDSW220008786-1r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	ZH7_FDSW220008790-1r	ZH11_FDSW220008794-2r	BH10_FDSW220017130-1r	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	BH8_FDSW220017128-1r	BH6_FDSW220017126-1r	BH12_FDSW220017132-1r	DY7_FDME210438605-1r	DY2_FDME210438600-1b	DY10_FDME210438608-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	DY6_FDME210438604-1r	DY11_FDME210438609-1r	SY9_FDME210455405-2a	SY12_FDME210455408-1r	SY15_FDME210455411-2a	SY3_FDME210455399-2a	SY13_FDME210455409-2a	SY7_FDME210455403-2a	SY11_FDME210455407-1r	ST1_FDME220007465-1r	ST9_L1	ST13_L1	ST15_L1	ST7_FDME220007471-1r	ST10_L1	ST3_L1	ST12_L1	XM12_FDME220007446-1r	XM2_FDME220007436-1r	XM15_FDME220007449-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	XM4_FDME220007438-1r	XM10_FDME220007444-1r	XM14_FDME220007448-1r	LYG13_FDME210455394-1a	LYG3_FDME210455384-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG1_FDME210455382-1r	LYG5_FDME210455386-1r	LYG11_FDME210455392-2r	CXD_1414_FDSW210423231-1r	CXD_1015_FDSW210423187-1r	CXD_1214_FDSW210423201-1r	CXD_1213_FDSW210423200-1r	CXD_1415_FDSW210423232-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_1604_FDSW210423236-1r	CXD_1408_FDSW210423225-1r	CXD_1609_FDSW210423241-1r	CXD_1401_FDSW210423218-1r	CXD_0801_FDSW210423161-1r	CXD_1402_FDSW210423219-1r	CXD_1610_FDSW210423242-1r	CXD_1613_FDSW210423245-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_0215_FDSW210423217-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0204_FDSW210423206-1r	CXD_0807_FDSW210423167-1r	CXD_0805_FDSW210423165-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1003_FDSW210423175-1r	CXD_1215_FDSW210423202-1r	CXD_1202_FDSW210423189-1r	CXD_1001_FDSW210423173-1r	CXD_1201_FDSW210423188-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_1203_FDSW210423190-1r	CXD_1412_FDSW210423229-1r	A1-20-normal	B5-40-normal	B5-80-normal	A3-60-normal	B1-60-normal	A5-60-normal	B3-80-normal	C3-80-normal	C3-60-normal	A3-80-normal	B3-60-normal	C1-60-normal	A5-40-normal	C3-40-normal	C1-40-normal	B1-80-normal	A3-20-normal	C5-40-normal	C1-20-normal	B3-40-normal	B5-20-normal	C5-60-normal	A1-100-normal	A1-60-normal	A1-80-normal	C1-80-normal	B5-100-normal	C5-100-normal	A3-100-normal	A5-80-normal	C5-80-normal	C3-100-normal	A1-40-normal	C1-100-normal	A5-100-normal	B3-100-normal	B1-20-normal	B1-40-normal	A5-20-normal	C5-20-normal	C3-20-normal	B3-20-normal	B5-60-normal	A3-40-normal	B1-100-normal
SD_QD_2023_07_80_ultra_bin_15	0	0	0	0	0	0	0	0	0	1.184077846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901160491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.641379698	4.950925485	4.636314954	4.443616104	2.482763465	4.00524789	3.655534713	3.846562473	4.414927547	2.975465922	3.563878151	2.218317952	3.256821671	3.467182063	3.808159849	2.747418743	2.660844444	1.692611127	2.543827387	4.36237543	2.625475162	1.810333281	2.974354862	2.907658461	3.168233585	1.874291085	2.183603712	3.31502086	2.987047109	1.886237763	2.281065266	1.714028018	0	1.279834672	1.528266818	1.682599303	2.544891868	1.099884354	1.316896335	1.479447542	1.456322994	1.449191517	2.578531674	2.019887151
SD_QD_2023_07_80_ultra_bin_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.330340309	2.969098102	4.108200186	4.754174077	1.944112885	3.333524087	4.355569952	4.620840915	2.965936979	2.220131744	2.343593899	2.080326658	2.122983386	2.651650678	1.257424556	0	2.299822712	0	1.192143695	2.561179396	1.673170309	0	1.673300135	0.789431674	2.06766513	0.984735698	1.456310982	1.506131333	1.551408013	1.013637721	2.263607145	0	0	0	0	0	1.352370521	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.421251933	3.08382973	2.770877669	2.752123384	2.188167824	3.345511626	3.575928785	3.193124039	2.574127068	2.820786463	1.932015179	1.77118335	1.544662217	2.597811087	2.658166924	0	1.807690542	1.404181174	1.524582071	1.393907851	1.929706234	0.973998218	1.322770338	1.314876041	2.297043456	0	1.523593439	1.907944226	1.69009605	0.817202499	0.928295218	0	0	0	0	0.883002019	1.472580319	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_3	0	0.963215568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963215568	0	0	1.011560788	1.680912115	1.134665012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.250987169	5.411781467	5.51291017	4.610614624	5.295489812	5.205312088	3.946904863	4.99771428	4.155622809	2.948039598	2.559160355	3.936648884	1.397997523	4.577863856	4.161368305	1.476135601	2.005283062	2.496720211	2.355435545	2.383250223	2.47166727	1.396550486	2.499090523	1.759549325	2.495875278	1.445496793	1.104180492	1.629807456	1.521924339	0.892829281	0	1.419211735	0	0.944525839	0	0.755419086	1.294498336	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_7	1.287856735	1.877384686	0	0	0	0	1.151544116	0.844727569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.877384686	1.630177574	1.774906788	2.169114591	2.215880393	1.623217141	0	0.932635982	1.151544116	0	0.844727569	0	0	0	0	0	0	0	1.024695583	0	0	0	0	0	0	0	0	0.732631376	0.937899115	1.115875961	0	0	1.003437131	0	0.983474451	1.287856735	0	4.466999901	4.533909335	4.53776542	4.102703896	3.603814311	4.573305311	4.499315387	4.141622938	4.946838584	3.056947057	3.971443618	3.498952433	3.787038344	4.631782088	4.692927395	2.538302242	3.373207939	3.817484118	2.971584694	3.351673546	3.010873932	1.916856125	2.196757842	2.278537245	3.486238365	2.080505451	2.421646734	2.066380434	2.454928712	2.005319194	1.45283619	1.64730049	1.554086364	1.076445274	1.226672285	1.432606256	2.442740094	1.420755639	1.278242605	1.251490471	1.100160545	1.068587938	1.593949675	1.062900946
SD_QD_2023_07_100_ultra_bin_1	0	1.596965201	0	0	0	0	0	1.20401479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.596965201	0.923372028	0.962512152	1.607217725	0.854791273	1.50457901	0.986031229	0	0	1.972296853	1.20401479	1.076638737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.527956378	0	0	4.78957547	3.740054079	3.760526413	4.367455947	3.062955781	2.518486698	3.271195219	3.080516393	4.403555693	2.72433457	2.2780151	2.235592556	3.775132463	4.148487859	4.733327482	2.222130116	1.985830864	1.658409929	2.884574805	2.66866248	2.407146112	0.991105621	3.092805851	2.43900165	2.502537321	0.981460611	1.380234748	3.450552046	1.717559425	1.683678786	1.913941504	1.641828502	1.407972743	0	0.95279442	1.295840762	1.747434412	0	0	0.956460924	1.017603056	1.051959026	1.530858008	1.234893285
SD_QD_2023_07_100_ultra_bin_3	0	1.088337356	1.160207547	1.147755096	0.880594302	0	1.009220757	2.624558827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.088337356	0.862453547	1.057364299	1.263357108	1.579399109	1.16614193	0	0.916564765	1.009220757	1.496613404	2.624558827	0	0	0	1.160207547	1.147755096	0.880594302	0	0	0	0	0	0.913308189	0	0	1.478433707	0.960214672	0	0	0	0	0	1.428818084	1.210558766	0	0	0	1.198510295	1.223422829	0.984892095	1.542863976	1.004416706	0	1.031651163	0	0	0	0	2.359852484	2.377810158	1.664433604	2.337610923	1.094509149	0	1.618121942	2.168187892	1.790510246	1.253525149	0	0	0	0.987516397	0	0	0	0	0	0	1.075984373	0.952077896	1.152843631	1.547537143	1.921368039	1.383790123	1.994864597	1.795016036	1.717457361	3.253772006	1.540157582	0	1.165529998
SD_QD_2023_07_100_ultra_bin_9	1.785149529	3.456093239	2.028026146	1.38760769	2.222806613	1.699658267	2.185765795	1.742930297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.456093239	4.399503932	3.537476086	3.412104841	3.604714292	2.394758951	1.407365067	1.540858748	2.185765795	1.891951316	1.742930297	1.059134578	1.29966557	1.219775106	2.028026146	1.38760769	2.222806613	1.699658267	1.848690779	1.264726792	0.902388855	1.471100852	1.369252973	1.633678433	1.369442518	1.36494774	2.160817353	1.909521935	2.367069634	2.607114005	2.106584305	2.715655071	1.857255829	1.600273647	2.69275683	1.785149529	1.771939752	4.781484806	4.514981528	3.633268014	4.824338615	3.930642734	3.457559998	4.011800656	4.063012742	4.305756079	3.972381295	4.898413857	4.657348537	6.817908969	5.7165613	6.124848362	3.481899519	4.331677044	6.941102937	4.859403144	6.350954577	4.620475986	1.533101822	2.204257826	1.640980184	4.166732075	2.426610813	3.631306614	3.806270675	3.505179724	2.566486469	5.201315663	2.384255818	6.864699842	3.063631224	4.028822576	4.681570912	4.779093253	5.94909831	5.041418155	5.831930769	4.804095328	5.361676147	5.684035971	3.724834157
ZJ_NB_2021_05_15_bin_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.656856714	5.435000362	5.063383052	2.377261895	6.405800689	6.431832251	4.605863708	5.206642789	0	0	0	0	0	0	0	0	1.399687197	0	0	0	0.854358235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_17	0	0	0	0	0	0	0	0	0	1.880859806	1.522063745	1.60755147	1.04636567	1.819249996	3.456281867	3.406901128	3.283851388	5.127944042	4.364086779	6.90628469	10.92673304	9.700234503	10.71947474	12.90809985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_19	0	0	0	0	0	0	0	0	4.738385796	84.37127193	3.210669077	4.804911591	4.359976047	8.00868939	30.17607152	27.09452785	1.053362562	3.952325277	2.178416625	24.15587956	14.24321771	10.44012033	17.55156456	22.72577049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.819144727	1.703576582	11.989642	9.570505737	5.970739372	11.32257182	15.85943388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_4	0	0	0	0	0	0	0	0	0	0.879337495	0.706506523	0	0	0	0	0	1.64875566	6.349920888	4.839530652	2.83903828	5.257841044	7.768803687	5.405586654	4.810550412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10647673	3.773664921	2.533980628	2.413586824	6.417692959	7.458192207	5.146875885	7.363769236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.924203534	8.923496063	7.916821612	3.499648842	11.1071289	11.66569215	7.912905071	7.030068862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_11	0	0	0	0	0	0	0	0	9.030576456	24.06764135	11.07671508	10.13884319	13.30440166	13.70140063	15.95659825	9.345895655	10.98333783	27.56841552	27.72059183	17.62145227	29.50186509	30.61087982	21.07850594	18.51256679	0	0	0	0	0	0	0	0	8.274856214	4.421758282	3.876072871	5.371892325	9.955618128	5.960356676	3.442981776	3.654275879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_4	0	0	0	0	0	0	0	0	1.072368821	3.313062	8.028993381	5.068720838	8.151560794	9.572788893	2.52162467	3.884855728	0	1.754520521	1.827967193	2.326437692	2.78340437	3.060504681	3.370887056	3.780193536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_8	0	0	0	0	0	0	0	0	7.702230383	6.101341083	25.2170202	7.974871046	8.136879429	5.999602943	6.012395694	6.227110189	0	3.252997281	3.246881206	6.41419639	2.639077696	3.784864659	3.849499832	4.754599819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GD_ST_2021_04_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.69230043	2.308412106	1.055325895	1.182448659	12.68528892	10.24824906	3.978897381	5.504034636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GD_ZH_2021_05_15_bin_2	0	1.257727691	0	0	0	0	0	0	0	1.991803092	4.805522448	2.758876463	2.304842394	2.615958241	3.158822379	3.126560904	0	2.309592305	3.383010571	2.708314399	2.376675964	3.255036539	2.87457367	3.066267721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.374424286	5.566559304	13.10162129	11.58678052	8.935247409	10.75755424	8.654672033	8.898697651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09227938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.898475668	0	0	1.257727691	0.900854912	1.971506617	2.101752671	1.942165948	1.048929247	0	0	0	0	0	0	0	0	0	0	0	0	2.177409012	1.185768015	1.262630691	0.988009925	0	0	0	1.490563776	1.572169884	1.011985226	1.077869727	0	0	1.77723703	1.975808516	1.694745705	0	0	0	1.428786941	2.851776073	1.929628736	2.01722214	2.180488183	2.740402109	1.766874019	1.163755052	2.697252901	1.023974433	0	1.74314259	1.041041318	1.704128462	1.740128834	0	0	1.037078698	1.794075198	1.303453072	1.133626651	1.26766157	0	0.972304363	1.331434155	1.840295713	0.97869227	0	0	0	0	0	0	1.053579759	0	1.315312737	1.257754181	0	0.995851906	0	0.965109482	0.992990285	0	0
GX_BH_2021_04_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.275303752	13.39507904	16.84695608	12.81056697	16.20157104	22.72215045	17.36467268	16.83095129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GX_BH_2021_04_15_bin_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.46758783	13.42526387	11.73450245	2.939835135	4.004369323	16.23279551	12.50310604	8.269087932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GX_BH_2021_04_15_bin_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.74143677	71.48012837	78.01504546	6.422220376	7.32055645	10.62758355	19.85847201	22.70014047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HN_SY_2021_04_15_bin_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.69611926	16.96277244	29.73613339	9.732090173	6.575677299	2.259610262	6.666323736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
